"DateTime","Temperature","Dew Point","Relative Humidity"
"2025-01-19 17:53:00",8.3,5.57,83.1
"2025-01-19 18:53:00",7.2,4.97,85.9
"2025-01-19 19:53:00",6.1,4.38,88.85
"2025-01-19 20:53:00",5.6,4.38,91.98
"2025-01-19 21:53:00",4.4,3.28,92.55
"2025-01-19 22:53:00",6.1,4.98,92.65
"2025-01-19 23:53:00",6.7,5.59,92.69
"2025-01-20 00:53:00",6.1,4.98,92.65
"2025-01-20 01:53:00",5.6,4.99,95.91
"2025-01-20 02:53:00",5,4.39,95.89
"2025-01-20 03:53:00",5,4.39,95.89
"2025-01-20 04:53:00",3.3,3.3,100
"2025-01-20 05:53:00",1.7,1.09,95.78
"2025-01-20 06:53:00",1.1,1.1,100
"2025-01-20 07:53:00",3.9,-0.66,72.44
"2025-01-20 08:53:00",10,-3.42,39.05
"2025-01-20 09:53:00",12.2,-6.82,26.08
"2025-01-20 10:53:00",13.3,-6.21,25.41
"2025-01-20 11:53:00",14.4,-5.1,25.73
"2025-01-20 12:53:00",15,-6.19,22.77
"2025-01-20 13:53:00",15.6,-6.19,21.91
"2025-01-20 14:53:00",15.6,-5.69,22.76
"2025-01-20 15:53:00",15.6,-5.09,23.82
"2025-01-20 16:53:00",13.9,-5.1,26.58
"2025-01-20 17:53:00",11.1,-5.12,31.93
"2025-01-20 18:53:00",7.8,-4.02,43.31
"2025-01-20 19:53:00",7.8,-4.52,41.71
"2025-01-20 20:53:00",5.6,-4.52,48.52
"2025-01-20 21:53:00",4.4,-4.51,52.75
"2025-01-20 22:53:00",4.4,-5.12,50.41
"2025-01-20 23:53:00",3.3,-4.5,57
"2025-01-21 00:53:00",1.7,-5.09,61.04
"2025-01-21 01:53:00",1.7,-5.09,61.04
"2025-01-21 02:53:00",1.7,-5.7,58.32
"2025-01-21 03:53:00",0.6,-5.69,63.12
"2025-01-21 04:53:00",0.6,-6.2,60.75
"2025-01-21 05:53:00",0.6,-5.69,63.12
"2025-01-21 06:53:00",0.6,-5.08,66.06
"2025-01-21 07:53:00",0,-5.08,69
"2025-01-21 08:53:00",3.9,-2.89,61.59
"2025-01-21 09:53:00",7.8,-3.42,45.3
"2025-01-21 10:53:00",10,-4.52,35.96
"2025-01-21 11:53:00",13.9,-4.51,27.81
"2025-01-21 12:53:00",15,-5.1,24.75
"2025-01-21 13:53:00",16.1,-3.39,26.22
"2025-01-21 14:53:00",17.8,-3.97,22.51
"2025-01-21 15:53:00",15.6,0.51,36.06
"2025-01-21 16:53:00",12.8,0.5,43.22
"2025-01-21 17:53:00",10,0.51,52.01
"2025-01-21 18:53:00",8.9,-0.09,53.62
"2025-01-21 19:53:00",6.1,-0.08,64.92
"2025-01-21 20:53:00",5,-0.67,67.07
"2025-01-21 21:53:00",3.3,-2.28,67.18
"2025-01-21 22:53:00",2.8,-2.27,69.6
"2025-01-21 23:53:00",2.2,-2.26,72.64
"2025-01-22 00:53:00",1.1,-2.86,75.17
"2025-01-22 01:53:00",0.6,-2.85,77.93
"2025-01-22 02:53:00",0.6,-3.36,75.08
"2025-01-22 03:53:00",-0.6,-3.95,78.32
"2025-01-22 04:53:00",-0.6,-3.34,81.92
"2025-01-22 05:53:00",0.6,-3.36,75.08
"2025-01-22 06:53:00",-0.6,-3.95,78.32
"2025-01-22 07:53:00",1.1,-2.86,75.17
"2025-01-22 08:53:00",3.9,-0.66,72.44
"2025-01-22 09:53:00",8.9,1.01,58.06
"2025-01-22 10:53:00",16.1,-3.99,25.07
"2025-01-22 11:53:00",17.8,-4.47,21.68
"2025-01-22 12:53:00",17.8,-4.47,21.68
"2025-01-22 13:53:00",18.3,-4.46,21.01
"2025-01-22 14:53:00",18.3,-3.96,21.82
"2025-01-22 15:53:00",17.2,-2.88,25.38
"2025-01-22 16:53:00",15,-3.4,28.13
"2025-01-22 17:53:00",13.3,-3.41,31.41
"2025-01-22 18:53:00",11.1,-2.91,37.67
"2025-01-22 19:53:00",8.9,-2.31,45.63
"2025-01-22 20:53:00",7.8,-2.91,47.02
"2025-01-22 21:53:00",6.7,-2.91,50.7
"2025-01-22 22:53:00",5,-2.29,59.62
"2025-01-22 23:53:00",3.9,-2.28,64.4
"2025-01-23 00:53:00",5,-1.79,61.87
"2025-01-23 01:53:00",5,-1.79,61.87
"2025-01-23 02:53:00",3.9,-1.78,66.82
"2025-01-23 03:53:00",5,-1.18,64.66
"2025-01-23 04:53:00",6.7,-0.08,62.29
"2025-01-23 05:53:00",6.7,0.52,65.05
"2025-01-23 06:53:00",3.9,-0.06,75.67
"2025-01-23 07:53:00",3.3,-0.05,78.94
"2025-01-23 08:53:00",7.2,1.03,65.17
"2025-01-23 09:53:00",12.8,1.61,46.78
"2025-01-23 10:53:00",15.6,1.62,39.03
"2025-01-23 11:53:00",16.7,2.12,37.71
"2025-01-23 12:53:00",17.8,2.13,35.18
"2025-01-23 13:53:00",18.3,2.73,35.58
"2025-01-23 14:53:00",18.3,1.63,32.89
"2025-01-23 15:53:00",17.8,2.13,35.18
"2025-01-23 16:53:00",15.6,2.12,40.45
"2025-01-23 17:53:00",12.2,2.11,50.42
"2025-01-23 18:53:00",11.1,1.61,52.32
"2025-01-23 19:53:00",9.4,1.62,58.61
"2025-01-23 20:53:00",7.8,1.63,65.31
"2025-01-23 21:53:00",6.1,1.03,70.29
"2025-01-23 22:53:00",5,0.54,73.18
"2025-01-23 23:53:00",3.9,0.55,79.03
"2025-01-24 00:53:00",3.9,0.55,79.03
"2025-01-24 01:53:00",3.3,-0.05,78.94
"2025-01-24 02:53:00",1.7,-1.14,81.63
"2025-01-24 03:53:00",2.2,-0.64,81.7
"2025-01-24 04:53:00",1.7,-1.14,81.63
"2025-01-24 05:53:00",0.6,-1.74,84.55
"2025-01-24 06:53:00",1.1,-1.74,81.55
"2025-01-24 07:53:00",2.2,-0.64,81.7
"2025-01-24 08:53:00",5,1.65,79.2
"2025-01-24 09:53:00",8.3,1.62,63.13
"2025-01-24 10:53:00",11.7,1.61,50.28
"2025-01-24 11:53:00",14.4,2.11,43.69
"2025-01-24 12:53:00",16.7,3.22,40.77
"2025-01-24 13:53:00",16.7,3.22,40.77
"2025-01-24 14:53:00",15.6,4.32,47.25
"2025-01-24 15:53:00",14.4,4.93,53.22
"2025-01-24 16:53:00",13.3,4.93,57.16
"2025-01-24 17:53:00",12.2,4.93,61.43
"2025-01-24 18:53:00",10,4.95,71.08
"2025-01-24 19:53:00",9.4,4.95,73.99
"2025-01-24 20:53:00",9.4,4.95,73.99
"2025-01-24 21:53:00",7.2,4.36,82.38
"2025-01-24 22:53:00",6.7,3.86,82.31
"2025-01-24 23:53:00",8.3,6.68,89.65
"2025-01-25 00:53:00",6.7,5.59,92.69
"2025-01-25 01:53:00",6.1,4.38,88.85
"2025-01-25 02:53:00",4.4,3.28,92.55
"2025-01-25 03:53:00",5,3.88,92.59
"2025-01-25 04:53:00",5.6,4.38,91.98
"2025-01-25 05:53:00",4.4,3.89,96.55
"2025-01-25 06:53:00",4.4,3.28,92.55
"2025-01-25 07:53:00",3.9,2.18,88.66
"2025-01-25 08:53:00",9.4,-1.81,45.78
"2025-01-25 09:53:00",10,-5.13,34.36
"2025-01-25 10:53:00",10.6,-6.83,28.99
"2025-01-25 11:53:00",10.6,-5.73,31.54
"2025-01-25 12:53:00",10,-4.52,35.96
"2025-01-25 13:53:00",10,-4.52,35.96
"2025-01-25 14:53:00",10,-4.52,35.96
"2025-01-25 15:53:00",10,-3.42,39.05
"2025-01-25 16:53:00",10,-3.42,39.05
"2025-01-25 17:53:00",10,-1.81,43.97
"2025-01-25 18:53:00",8.9,-1.2,49.48
"2025-01-25 19:53:00",8.3,0.51,58.32
"2025-01-25 20:53:00",8.3,-0.09,55.84
"2025-01-25 21:53:00",7.2,1.03,65.17
"2025-01-25 22:53:00",6.1,-1.19,59.91
"2025-01-25 23:53:00",5,-1.18,64.66
"2025-01-26 00:53:00",5,-1.79,61.87
"2025-01-26 01:53:00",4.4,-1.17,67.43
"2025-01-26 02:53:00",5,-0.07,70.06
"2025-01-26 03:53:00",5.6,1.04,72.76
"2025-01-26 04:53:00",6.1,1.03,70.29
"2025-01-26 05:53:00",6.7,3.25,78.9
"2025-01-26 06:53:00",6.7,-0.69,59.62
"2025-01-26 07:53:00",6.1,-0.68,62.14
"2025-01-26 08:53:00",6.1,-3.41,50.9
"2025-01-26 09:53:00",6.7,-3.41,48.84
"2025-01-26 10:53:00",8.9,-2.92,43.64
"2025-01-26 11:53:00",10,-4.02,37.33
"2025-01-26 12:53:00",11.1,-1.81,40.87
"2025-01-26 13:53:00",12.2,-2.91,35.03
"2025-01-26 14:53:00",12.8,-5.11,28.55
"2025-01-26 15:53:00",12.8,-6.21,26.26
"2025-01-26 16:53:00",11.7,-5.72,29.32
"2025-01-26 17:53:00",8.9,-5.73,35.35
"2025-01-26 18:53:00",7.2,-5.13,41.53
"2025-01-26 19:53:00",4.4,-4.51,52.75
"2025-01-26 20:53:00",1.7,-4.49,63.87
"2025-01-26 21:53:00",2.8,-4.5,59.05
"2025-01-26 22:53:00",1.7,-5.09,61.04
"2025-01-26 23:53:00",0.6,-4.48,69.13
"2025-01-27 00:53:00",0,-4.47,72.2
"2025-01-27 01:53:00",0,-5.08,69
"2025-01-27 02:53:00",-0.6,-5.07,72.08
"2025-01-27 03:53:00",-1.1,-5.67,71.44
"2025-01-27 04:53:00",-1.1,-5.67,71.44
"2025-01-27 05:53:00",-2.2,-6.16,74.56
"2025-01-27 06:53:00",-2.2,-6.16,74.56
"2025-01-27 07:53:00",-0.6,-5.68,68.87
"2025-01-27 08:53:00",2.8,-2.88,66.57
"2025-01-27 09:53:00",7.2,-3.41,47.2
"2025-01-27 10:53:00",10.6,-2.92,38.94
"2025-01-27 11:53:00",13.3,-5.71,26.4
"2025-01-27 12:53:00",14.4,-4.51,26.92
"2025-01-27 13:53:00",15,-5.1,24.75
"2025-01-27 14:53:00",15.6,-5.09,23.82
"2025-01-27 15:53:00",15.6,-5.09,23.82
"2025-01-27 16:53:00",13.9,-1.8,34.01
"2025-01-27 17:53:00",10,-2.31,42.38
"2025-01-27 18:53:00",9.4,-2.31,44.12
"2025-01-27 19:53:00",6.1,-2.3,55.24
"2025-01-27 20:53:00",5,-2.29,59.62
"2025-01-27 21:53:00",3.9,-2.28,64.4
"2025-01-27 22:53:00",2.8,-2.88,66.57
"2025-01-27 23:53:00",2.2,-2.87,69.47
"2025-01-28 00:53:00",1.1,-3.97,69.24
"2025-01-28 01:53:00",0.6,-3.97,71.78
"2025-01-28 02:53:00",0,-3.96,74.97
"2025-01-28 03:53:00",0,-3.96,74.97
"2025-01-28 04:53:00",0,-3.96,74.97
"2025-01-28 05:53:00",-0.6,-3.34,81.92
"2025-01-28 06:53:00",0,-3.96,74.97
"2025-01-28 07:53:00",0,-3.35,78.42
"2025-01-28 08:53:00",3.3,-1.77,69.71
"2025-01-28 09:53:00",6.7,-1.19,57.48
"2025-01-28 10:53:00",9.4,1.62,58.61
"2025-01-28 11:53:00",11.7,3.22,56.34
"2025-01-28 12:53:00",14.4,1.01,40.38
"2025-01-28 13:53:00",15.6,1.62,39.03
"2025-01-28 14:53:00",16.1,1.62,37.8
"2025-01-28 15:53:00",15.6,3.82,45.62
"2025-01-28 16:53:00",13.9,-1.2,35.55
"2025-01-28 17:53:00",10.6,5.55,71.19
"2025-01-28 18:53:00",8.9,6.07,82.6
"2025-01-28 19:53:00",7.8,5.57,85.97
"2025-01-28 20:53:00",6.1,4.38,88.85
"2025-01-28 21:53:00",5.6,3.88,88.81
"2025-01-28 22:53:00",5,3.88,92.59
"2025-01-28 23:53:00",3.9,2.78,92.52
"2025-01-29 00:53:00",3.3,2.18,92.49
"2025-01-29 01:53:00",5,3.88,92.59
"2025-01-29 02:53:00",6.1,3.87,85.79
"2025-01-29 03:53:00",6.1,3.26,82.23
"2025-01-29 04:53:00",6.1,2.76,79.37
"2025-01-29 05:53:00",6.7,2.75,76.16
"2025-01-29 06:53:00",6.1,2.76,79.37
"2025-01-29 07:53:00",6.7,2.75,76.16
"2025-01-29 08:53:00",7.2,2.14,70.51
"2025-01-29 09:53:00",8.3,3.24,70.74
"2025-01-29 10:53:00",9.4,4.95,73.99
"2025-01-29 11:53:00",11.1,4.94,66.05
"2025-01-29 12:53:00",12.2,5.54,64.04
"2025-01-29 13:53:00",12.8,4.93,59.06
"2025-01-29 14:53:00",13.3,4.32,54.81
"2025-01-29 15:53:00",13.3,3.82,52.92
"2025-01-29 16:53:00",11.7,4.93,63.48
"2025-01-29 17:53:00",8.3,3.85,73.79
"2025-01-29 18:53:00",7.8,4.97,82.46
"2025-01-29 19:53:00",6.1,4.38,88.85
"2025-01-29 20:53:00",6.7,4.37,85.25
"2025-01-29 21:53:00",5,3.27,88.75
"2025-01-29 22:53:00",5,3.27,88.75
"2025-01-29 23:53:00",6.1,4.38,88.85
"2025-01-30 00:53:00",6.7,4.37,85.25
"2025-01-30 01:53:00",7.2,4.97,85.9
"2025-01-30 02:53:00",7.8,4.97,82.46
"2025-01-30 03:53:00",7.2,3.86,79.54
"2025-01-30 04:53:00",6.7,3.86,82.31
"2025-01-30 05:53:00",6.7,3.25,78.9
"2025-01-30 06:53:00",6.1,2.76,79.37
"2025-01-30 07:53:00",6.7,3.25,78.9
"2025-01-30 08:53:00",7.8,3.85,76.34
"2025-01-30 09:53:00",8.9,3.84,70.86
"2025-01-30 10:53:00",9.4,3.84,68.51
"2025-01-30 11:53:00",10.6,4.33,65.48
"2025-01-30 12:53:00",10.6,3.83,63.23
"2025-01-30 13:53:00",10.6,3.23,60.61
"2025-01-30 14:53:00",11.7,3.83,58.78
"2025-01-30 15:53:00",11.1,3.83,61.16
"2025-01-30 16:53:00",10.6,3.83,63.23
"2025-01-30 17:53:00",9.4,3.23,65.67
"2025-01-30 18:53:00",7.8,2.74,70.64
"2025-01-30 19:53:00",7.2,3.25,76.24
"2025-01-30 20:53:00",6.1,2.76,79.37
"2025-01-30 21:53:00",5,2.77,85.67
"2025-01-30 22:53:00",4.4,2.17,85.6
"2025-01-30 23:53:00",3.9,2.18,88.66
"2025-01-31 00:53:00",3.9,2.18,88.66
"2025-01-31 01:53:00",5,2.77,85.67
"2025-01-31 02:53:00",5.6,2.76,82.17
"2025-01-31 03:53:00",4.4,2.78,89.33
"2025-01-31 04:53:00",5,2.77,85.67
"2025-01-31 05:53:00",5,3.27,88.75
"2025-01-31 06:53:00",5.6,3.88,88.81
"2025-01-31 07:53:00",6.1,3.87,85.79
"2025-01-31 08:53:00",6.7,4.37,85.25
"2025-01-31 09:53:00",7.8,4.97,82.46
"2025-01-31 10:53:00",8.9,5.56,79.79
"2025-01-31 11:53:00",10,6.06,76.71
"2025-01-31 12:53:00",11.1,6.05,71.29
"2025-01-31 13:53:00",11.1,7.16,76.89
"2025-01-31 14:53:00",10.6,8.88,89.23
"2025-01-31 15:53:00",10.6,9.39,92.29
"2025-01-31 16:53:00",11.1,9.38,89.27
"2025-01-31 17:53:00",10.6,9.39,92.29
"2025-01-31 18:53:00",11.1,9.99,92.94
"2025-01-31 19:53:00",11.1,10.59,96.73
"2025-01-31 20:53:00",10.6,10.6,100
"2025-01-31 21:53:00",11.1,10.59,96.73
"2025-01-31 22:53:00",11.1,10.59,96.73
"2025-01-31 23:53:00",11.1,10.59,96.73
"2025-02-01 00:53:00",11.1,10.59,96.73
"2025-02-01 01:53:00",11.1,10.59,96.73
"2025-02-01 02:53:00",11.1,10.59,96.73
"2025-02-01 03:53:00",10.6,10.6,100
"2025-02-01 04:53:00",11.1,10.59,96.73
"2025-02-01 05:53:00",11.1,11.1,100
"2025-02-01 06:53:00",11.7,11.09,96.11
"2025-02-01 07:53:00",11.7,11.09,96.11
"2025-02-01 08:53:00",11.7,11.7,100
"2025-02-01 09:53:00",12.8,12.19,96.14
"2025-02-01 10:53:00",13.9,12.79,93.09
"2025-02-01 11:53:00",13.3,12.8,96.79
"2025-02-01 12:53:00",13.9,13.29,96.17
"2025-02-01 13:53:00",14.4,13.9,96.82
"2025-02-01 14:53:00",14.4,13.9,96.82
"2025-02-01 15:53:00",13.9,13.29,96.17
"2025-02-01 16:53:00",14.4,12.79,90.12
"2025-02-01 17:53:00",15,12.18,83.36
"2025-02-01 18:53:00",15,11.67,80.66
"2025-02-01 19:53:00",14.4,11.68,83.84
"2025-02-01 20:53:00",14.4,11.68,83.84
"2025-02-01 21:53:00",14.4,11.68,83.84
"2025-02-01 22:53:00",14.4,11.68,83.84
"2025-02-01 23:53:00",15,11.67,80.66
"2025-02-02 00:53:00",14.4,11.68,83.84
"2025-02-02 01:53:00",15,11.07,77.52
"2025-02-02 02:53:00",14.4,11.07,80.58
"2025-02-02 03:53:00",14.4,10.57,77.94
"2025-02-02 04:53:00",14.4,10.57,77.94
"2025-02-02 05:53:00",14.4,10.57,77.94
"2025-02-02 06:53:00",14.4,10.57,77.94
"2025-02-02 07:53:00",15,9.96,72.04
"2025-02-02 08:53:00",15,9.96,72.04
"2025-02-02 09:53:00",15,10.57,74.99
"2025-02-02 10:53:00",15.6,11.06,74.59
"2025-02-02 11:53:00",15.6,11.06,74.59
"2025-02-02 12:53:00",15.6,11.06,74.59
"2025-02-02 13:53:00",16.1,11.06,72.25
"2025-02-02 14:53:00",15.6,11.06,74.59
"2025-02-02 15:53:00",16.1,11.06,72.25
"2025-02-02 16:53:00",15.6,11.67,77.61
"2025-02-02 17:53:00",13.9,11.68,86.6
"2025-02-02 18:53:00",13.3,11.08,86.54
"2025-02-02 19:53:00",13.9,10.57,80.51
"2025-02-02 20:53:00",13.9,9.97,77.35
"2025-02-02 21:53:00",13.9,9.97,77.35
"2025-02-02 22:53:00",12.2,9.37,83.02
"2025-02-02 23:53:00",12.8,9.97,83.09
"2025-02-03 00:53:00",13.9,9.97,77.35
"2025-02-03 01:53:00",13.3,9.97,80.42
"2025-02-03 02:53:00",13.3,9.97,80.42
"2025-02-03 03:53:00",13.3,8.86,74.69
"2025-02-03 04:53:00",13.3,8.86,74.69
"2025-02-03 05:53:00",13.3,8.86,74.69
"2025-02-03 06:53:00",12.2,8.87,80.27
"2025-02-03 07:53:00",12.2,9.37,83.02
"2025-02-03 08:53:00",12.8,8.86,77.17
"2025-02-03 09:53:00",13.9,8.86,71.83
"2025-02-03 10:53:00",13.9,8.25,68.98
"2025-02-03 11:53:00",13.9,7.75,66.67
"2025-02-03 12:53:00",14.4,7.75,64.55
"2025-02-03 13:53:00",14.4,7.75,64.55
"2025-02-03 14:53:00",14.4,7.75,64.55
"2025-02-03 15:53:00",14.4,7.75,64.55
"2025-02-03 16:53:00",13.9,7.14,64
"2025-02-03 17:53:00",13.3,7.15,66.54
"2025-02-03 18:53:00",13.3,7.15,66.54
"2025-02-03 19:53:00",13.9,7.14,64
"2025-02-03 20:53:00",13.9,7.14,64
"2025-02-03 21:53:00",13.9,7.75,66.67
"2025-02-03 22:53:00",13.3,7.75,69.32
"2025-02-03 23:53:00",13.3,7.75,69.32
"2025-02-04 00:53:00",13.9,7.75,66.67
"2025-02-04 01:53:00",13.9,7.75,66.67
"2025-02-04 02:53:00",14.4,8.25,66.78
"2025-02-04 03:53:00",13.3,8.86,74.69
"2025-02-04 04:53:00",12.8,9.97,83.09
"2025-02-04 05:53:00",12.2,10.58,89.96
"2025-02-04 06:53:00",12.2,9.98,86.42
"2025-02-04 07:53:00",11.7,10.59,92.97
"2025-02-04 08:53:00",12.2,9.98,86.42
"2025-02-04 09:53:00",16.1,10.56,69.89
"2025-02-04 10:53:00",17.2,11.06,67.38
"2025-02-04 11:53:00",18.3,11.06,62.87
"2025-02-04 12:53:00",18.3,10.56,60.82
"2025-02-04 13:53:00",17.2,11.06,67.38
"2025-02-04 14:53:00",16.7,11.06,69.55
"2025-02-04 15:53:00",15,11.67,80.66
"2025-02-04 16:53:00",14.4,12.18,86.65
"2025-02-04 17:53:00",10.6,9.39,92.29
"2025-02-04 18:53:00",9.4,8.89,96.69
"2025-02-04 19:53:00",8.9,7.18,89.09
"2025-02-04 20:53:00",8.9,6.07,82.6
"2025-02-04 21:53:00",8.3,5.57,83.1
"2025-02-04 22:53:00",6.7,4.37,85.25
"2025-02-04 23:53:00",6.1,3.26,82.23
"2025-02-05 00:53:00",5,2.16,82.09
"2025-02-05 01:53:00",4.4,1.66,82.59
"2025-02-05 02:53:00",3.3,1.68,89.24
"2025-02-05 03:53:00",2.2,0.58,89.15
"2025-02-05 04:53:00",2.2,-0.03,85.35
"2025-02-05 05:53:00",1.7,0.58,92.39
"2025-02-05 06:53:00",1.7,0.58,92.39
"2025-02-05 07:53:00",1.7,0.58,92.39
"2025-02-05 08:53:00",5,2.77,85.67
"2025-02-05 09:53:00",7.8,2.74,70.64
"2025-02-05 10:53:00",10,3.23,63.08
"2025-02-05 11:53:00",11.7,1.01,48.16
"2025-02-05 12:53:00",12.8,0.5,43.22
"2025-02-05 13:53:00",12.8,-0.7,39.61
"2025-02-05 14:53:00",13.9,1.01,41.71
"2025-02-05 15:53:00",12.8,-1.2,38.19
"2025-02-05 16:53:00",11.1,-0.7,44.3
"2025-02-05 17:53:00",8.9,0.51,56
"2025-02-05 18:53:00",6.7,1.03,67.44
"2025-02-05 19:53:00",5,0.54,73.18
"2025-02-05 20:53:00",5,0.54,73.18
"2025-02-05 21:53:00",4.4,0.55,76.31
"2025-02-05 22:53:00",2.8,-0.04,81.79
"2025-02-05 23:53:00",2.8,-0.04,81.79
"2025-02-06 00:53:00",1.7,-0.64,84.68
"2025-02-06 01:53:00",1.7,-0.64,84.68
"2025-02-06 02:53:00",2.2,-0.03,85.35
"2025-02-06 03:53:00",2.8,-0.04,81.79
"2025-02-06 04:53:00",6.7,0.52,65.05
"2025-02-06 05:53:00",7.2,0.52,62.86
"2025-02-06 06:53:00",6.7,2.14,72.97
"2025-02-06 07:53:00",5.6,3.27,85.13
"2025-02-06 08:53:00",5.6,4.38,91.98
"2025-02-06 09:53:00",6.7,4.98,88.9
"2025-02-06 10:53:00",8.9,7.18,89.09
"2025-02-06 11:53:00",10.6,8.88,89.23
"2025-02-06 12:53:00",12.2,9.98,86.42
"2025-02-06 13:53:00",16.1,10.56,69.89
"2025-02-06 14:53:00",16.7,11.67,72.36
"2025-02-06 15:53:00",15,12.18,83.36
"2025-02-06 16:53:00",14.4,12.79,90.12
"2025-02-06 17:53:00",14.4,12.18,86.65
"2025-02-06 18:53:00",15,11.07,77.52
"2025-02-06 19:53:00",15,11.67,80.66
"2025-02-06 20:53:00",14.4,11.07,80.58
"2025-02-06 21:53:00",13.9,10.57,80.51
"2025-02-06 22:53:00",10,8.89,92.87
"2025-02-06 23:53:00",9.4,7.78,89.74
"2025-02-07 00:53:00",9.4,7.17,86.14
"2025-02-07 01:53:00",9.4,7.17,86.14
"2025-02-07 02:53:00",9.4,6.67,83.23
"2025-02-07 03:53:00",8.9,6.67,86.08
"2025-02-07 04:53:00",8.9,7.18,89.09
"2025-02-07 05:53:00",8.3,7.19,92.78
"2025-02-07 06:53:00",8.9,6.67,86.08
"2025-02-07 07:53:00",8.9,7.79,92.81
"2025-02-07 08:53:00",10,7.17,82.74
"2025-02-07 09:53:00",10.6,6.66,76.81
"2025-02-07 10:53:00",11.1,7.16,76.89
"2025-02-07 11:53:00",11.1,7.76,80.11
"2025-02-07 12:53:00",12.8,7.75,71.62
"2025-02-07 13:53:00",12.2,6.04,66.3
"2025-02-07 14:53:00",13.3,7.15,66.54
"2025-02-07 15:53:00",12.2,3.83,56.88
"2025-02-07 16:53:00",12.2,4.33,58.91
