"DateTime","Temperature","Dew Point","Relative Humidity"
"2025-02-27 08:53:00",11.1,6.65,74.3
"2025-02-27 09:53:00",17.2,8.25,55.84
"2025-02-27 10:53:00",18.9,7.75,48.51
"2025-02-27 11:53:00",18.9,7.15,46.57
"2025-02-27 12:53:00",19.4,8.25,48.65
"2025-02-27 13:53:00",20,9.36,50.49
"2025-02-27 14:53:00",19.4,10.56,56.79
"2025-02-27 15:53:00",19.4,10.56,56.79
"2025-02-27 16:53:00",20.6,11.06,54.51
"2025-02-27 17:53:00",18.3,9.35,56.13
"2025-02-27 18:53:00",15,9.96,72.04
"2025-02-27 19:53:00",14.4,9.36,71.93
"2025-02-27 20:53:00",12.8,7.75,71.62
"2025-02-27 21:53:00",12.2,9.37,83.02
"2025-02-27 22:53:00",10,7.77,86.2
"2025-02-27 23:53:00",10,7.17,82.74
"2025-02-28 00:53:00",9.4,7.17,86.14
"2025-02-28 01:53:00",7.8,5.57,85.97
"2025-02-28 02:53:00",8.3,5.57,83.1
"2025-02-28 03:53:00",8.3,6.07,86.02
"2025-02-28 04:53:00",6.7,4.98,88.9
"2025-02-28 05:53:00",7.8,5.57,85.97
"2025-02-28 06:53:00",7.8,6.08,88.99
"2025-02-28 07:53:00",8.9,6.67,86.08
"2025-02-28 08:53:00",10.6,7.77,82.82
"2025-02-28 09:53:00",13.3,8.25,71.72
"2025-02-28 10:53:00",17.2,7.14,51.81
"2025-02-28 11:53:00",21.7,8.86,43.98
"2025-02-28 12:53:00",23.9,7.78,35.73
"2025-02-28 13:53:00",25,6.1,29.78
"2025-02-28 14:53:00",25.6,3.32,23.63
"2025-02-28 15:53:00",25,6.1,29.78
"2025-02-28 16:53:00",23.3,6.68,34.36
"2025-02-28 17:53:00",21.1,4.35,33.48
"2025-02-28 18:53:00",18.9,8.25,50.19
"2025-02-28 19:53:00",16.7,8.25,57.64
"2025-02-28 20:53:00",14.4,7.14,61.96
"2025-02-28 21:53:00",13.3,7.75,69.32
"2025-02-28 22:53:00",11.1,6.05,71.29
"2025-02-28 23:53:00",11.1,6.05,71.29
"2025-03-01 00:53:00",10,7.17,82.74
"2025-03-01 01:53:00",8.9,5.56,79.79
"2025-03-01 02:53:00",8.3,4.96,79.7
"2025-03-01 03:53:00",7.2,4.36,82.38
"2025-03-01 04:53:00",8.3,7.79,96.66
"2025-03-01 05:53:00",8.3,7.79,96.66
"2025-03-01 06:53:00",7.8,7.19,95.99
"2025-03-01 07:53:00",10,8.28,89.18
"2025-03-01 08:53:00",10.6,8.27,85.68
"2025-03-01 09:53:00",11.7,8.26,79.65
"2025-03-01 10:53:00",13.9,8.25,68.98
"2025-03-01 11:53:00",13.9,7.75,66.67
"2025-03-01 12:53:00",15.6,7.74,59.76
"2025-03-01 13:53:00",14.4,8.25,66.78
"2025-03-01 14:53:00",12.8,8.86,77.17
"2025-03-01 15:53:00",12.8,8.26,74.1
"2025-03-01 16:53:00",12.8,8.26,74.1
"2025-03-01 17:53:00",12.8,7.75,71.62
"2025-03-01 18:53:00",12.2,7.76,74.5
"2025-03-01 19:53:00",13.3,8.25,71.72
"2025-03-01 20:53:00",12.2,10.58,89.96
"2025-03-01 21:53:00",11.7,10.59,92.97
"2025-03-01 22:53:00",11.1,9.38,89.27
"2025-03-01 23:53:00",10,7.77,86.2
"2025-03-02 00:53:00",10,7.77,86.2
"2025-03-02 01:53:00",10,8.28,89.18
"2025-03-02 02:53:00",9.4,6.67,83.23
"2025-03-02 03:53:00",9.4,6.67,83.23
"2025-03-02 04:53:00",8.9,6.67,86.08
"2025-03-02 05:53:00",7.8,6.69,92.75
"2025-03-02 06:53:00",8.3,6.68,89.65
"2025-03-02 07:53:00",9.4,7.78,89.74
"2025-03-02 08:53:00",10,7.17,82.74
"2025-03-02 09:53:00",10.6,7.16,79.49
"2025-03-02 10:53:00",12.8,7.75,71.62
"2025-03-02 11:53:00",12.2,6.65,69.1
"2025-03-02 12:53:00",14.4,6.04,57.45
"2025-03-02 13:53:00",13.9,5.53,57.32
"2025-03-02 14:53:00",13.3,4.32,54.81
"2025-03-02 15:53:00",12.8,5.53,61.57
"2025-03-02 16:53:00",11.7,5.54,66.19
"2025-03-02 17:53:00",10.6,4.94,68.29
"2025-03-02 18:53:00",9.4,4.34,70.96
"2025-03-02 19:53:00",9.4,3.84,68.51
"2025-03-02 20:53:00",8.9,4.35,73.39
"2025-03-02 21:53:00",8.9,4.35,73.39
"2025-03-02 22:53:00",8.9,4.35,73.39
"2025-03-02 23:53:00",8.9,4.35,73.39
"2025-03-03 00:53:00",7.8,3.85,76.34
"2025-03-03 01:53:00",7.2,3.86,79.54
"2025-03-03 02:53:00",5.6,3.27,85.13
"2025-03-03 03:53:00",5.6,3.27,85.13
"2025-03-03 04:53:00",5.6,3.27,85.13
"2025-03-03 05:53:00",5,2.77,85.67
"2025-03-03 06:53:00",4.4,2.17,85.6
"2025-03-03 07:53:00",6.7,3.86,82.31
"2025-03-03 08:53:00",9.4,4.34,70.96
"2025-03-03 09:53:00",11.1,3.22,58.63
"2025-03-03 10:53:00",12.2,4.33,58.91
"2025-03-03 11:53:00",13.9,5.53,57.32
"2025-03-03 12:53:00",14.4,4.93,53.22
"2025-03-03 13:53:00",13.9,4.93,54.97
"2025-03-03 14:53:00",14.4,6.04,57.45
"2025-03-03 15:53:00",13.3,6.04,61.69
"2025-03-03 16:53:00",12.8,7.15,68.75
"2025-03-03 17:53:00",11.1,7.16,76.89
"2025-03-03 18:53:00",10.6,6.66,76.81
"2025-03-03 19:53:00",10.6,6.05,73.7
"2025-03-03 20:53:00",10,6.66,79.95
"2025-03-03 21:53:00",10,6.66,79.95
"2025-03-03 22:53:00",10,6.66,79.95
"2025-03-03 23:53:00",10,6.66,79.95
"2025-03-04 00:53:00",10,6.66,79.95
"2025-03-04 01:53:00",9.4,6.67,83.23
"2025-03-04 02:53:00",9.4,6.67,83.23
"2025-03-04 03:53:00",9.4,6.06,79.86
"2025-03-04 04:53:00",9.4,6.06,79.86
"2025-03-04 05:53:00",9.4,6.06,79.86
"2025-03-04 06:53:00",9.4,6.06,79.86
"2025-03-04 07:53:00",10,5.55,74.1
"2025-03-04 08:53:00",10.6,5.55,71.19
"2025-03-04 09:53:00",11.7,6.04,68.52
"2025-03-04 10:53:00",13.3,6.64,64.3
"2025-03-04 11:53:00",14.4,5.53,55.49
"2025-03-04 12:53:00",15.6,5.53,51.37
"2025-03-04 13:53:00",16.1,5.53,49.76
"2025-03-04 14:53:00",16.7,4.93,45.94
"2025-03-04 15:53:00",16.1,4.93,47.72
"2025-03-04 16:53:00",15.6,6.64,55.42
"2025-03-04 17:53:00",13.9,6.03,59.33
"2025-03-04 18:53:00",12.2,6.04,66.3
"2025-03-04 19:53:00",11.1,5.54,68.87
"2025-03-04 20:53:00",11.7,5.54,66.19
"2025-03-04 21:53:00",11.1,6.05,71.29
"2025-03-04 22:53:00",11.1,6.65,74.3
"2025-03-04 23:53:00",10,6.66,79.95
"2025-03-05 00:53:00",11.1,6.65,74.3
"2025-03-05 01:53:00",11.1,7.16,76.89
"2025-03-05 02:53:00",11.7,7.76,76.99
"2025-03-05 04:53:00",11.7,7.15,73.9
"2025-03-05 05:53:00",11.1,8.88,86.31
"2025-03-05 06:53:00",11.1,8.88,86.31
"2025-03-05 07:53:00",10.6,8.88,89.23
"2025-03-05 08:53:00",10.6,8.88,89.23
"2025-03-05 09:53:00",11.1,9.38,89.27
"2025-03-05 10:53:00",11.7,9.38,85.8
"2025-03-05 11:53:00",12.2,9.98,86.42
"2025-03-05 12:53:00",12.8,8.86,77.17
"2025-03-05 14:53:00",12.8,7.15,68.75
"2025-03-05 15:53:00",12.2,4.93,61.43
"2025-03-05 16:53:00",11.7,4.93,63.48
"2025-03-05 17:53:00",10,5.55,74.1
"2025-03-05 18:53:00",9.4,4.95,73.99
"2025-03-05 19:53:00",9.4,5.56,77.15
"2025-03-05 20:53:00",9.4,5.56,77.15
"2025-03-05 21:53:00",9.4,5.56,77.15
"2025-03-05 22:53:00",8.9,4.95,76.53
"2025-03-05 23:53:00",8.3,4.35,76.43
"2025-03-06 00:53:00",8.3,3.85,73.79
"2025-03-06 01:53:00",7.2,3.25,76.24
"2025-03-06 02:53:00",6.7,2.75,76.16
"2025-03-06 03:53:00",7.2,3.25,76.24
"2025-03-06 04:53:00",6.7,3.25,78.9
"2025-03-06 05:53:00",7.8,3.24,73.18
"2025-03-06 06:53:00",7.8,4.36,79.07
"2025-03-06 07:53:00",8.9,4.35,73.39
"2025-03-06 08:53:00",9.4,3.84,68.51
"2025-03-06 09:53:00",10,3.83,65.81
"2025-03-06 10:53:00",11.7,3.83,58.78
"2025-03-06 11:53:00",12.8,3.82,54.68
"2025-03-06 12:53:00",13.3,2.11,46.92
"2025-03-06 13:53:00",12.8,3.22,52.42
"2025-03-06 14:53:00",13.9,3.22,48.79
"2025-03-06 15:53:00",13.9,3.82,50.9
"2025-03-06 16:53:00",12.8,4.33,56.63
"2025-03-06 17:53:00",12.2,4.93,61.43
"2025-03-06 18:53:00",10.6,4.94,68.29
"2025-03-06 19:53:00",10,4.34,68.16
"2025-03-06 20:53:00",8.9,4.35,73.39
"2025-03-06 21:53:00",7.2,3.86,79.54
"2025-03-06 22:53:00",6.1,3.26,82.23
"2025-03-06 23:53:00",5,2.77,85.67
"2025-03-07 00:53:00",4.4,2.17,85.6
"2025-03-07 01:53:00",3.3,1.68,89.24
"2025-03-07 02:53:00",3.3,1.68,89.24
"2025-03-07 03:53:00",3.3,1.68,89.24
"2025-03-07 04:53:00",3.3,2.18,92.49
"2025-03-07 05:53:00",3.3,1.68,89.24
"2025-03-07 06:53:00",2.2,1.08,92.42
"2025-03-07 07:53:00",5.6,3.27,85.13
"2025-03-07 08:53:00",8.3,4.96,79.7
"2025-03-07 09:53:00",11.7,6.65,71.41
"2025-03-07 10:53:00",13.9,4.32,52.72
"2025-03-07 11:53:00",16.7,-2.28,27.39
"2025-03-07 12:53:00",17.2,-1.18,28.78
"2025-03-07 13:53:00",17.8,-2.28,25.55
"2025-03-07 14:53:00",17.8,-2.87,24.44
"2025-03-07 15:53:00",17.8,-2.87,24.44
"2025-03-07 16:53:00",17.2,-3.38,24.45
"2025-03-07 17:53:00",15.6,-2.29,29.38
"2025-03-07 18:53:00",12.8,2.11,48.48
"2025-03-07 19:53:00",10.6,3.83,63.23
"2025-03-07 20:53:00",10,3.83,65.81
"2025-03-07 21:53:00",7.2,3.25,76.24
"2025-03-07 22:53:00",5.6,2.15,78.73
"2025-03-07 23:53:00",5.6,2.15,78.73
"2025-03-08 00:53:00",5.6,2.15,78.73
"2025-03-08 01:53:00",4.4,1.05,79.11
"2025-03-08 02:53:00",2.8,0.57,85.42
"2025-03-08 03:53:00",3.3,0.56,82.45
"2025-03-08 04:53:00",2.8,0.57,85.42
"2025-03-08 05:53:00",2.8,-0.04,81.79
"2025-03-08 06:53:00",2.8,-0.04,81.79
"2025-03-08 07:53:00",5.6,1.65,75.97
"2025-03-08 08:53:00",8.9,1.62,60.61
"2025-03-08 09:53:00",11.7,2.72,54.38
"2025-03-08 10:53:00",16.1,3.22,42.36
"2025-03-08 11:53:00",17.8,3.23,38.04
"2025-03-08 12:53:00",18.9,2.14,32.84
"2025-03-08 13:53:00",19.4,-0.66,26.01
"2025-03-08 14:53:00",20,2.75,32.01
"2025-03-08 15:53:00",19.4,2.14,31.83
"2025-03-08 16:53:00",18.9,1.63,31.68
"2025-03-08 17:53:00",16.7,2.12,37.71
"2025-03-08 18:53:00",15,3.82,47.41
"2025-03-08 19:53:00",12.2,2.11,50.42
"2025-03-08 20:53:00",11.7,2.11,52.11
"2025-03-08 21:53:00",8.9,2.73,65.56
"2025-03-08 22:53:00",7.8,2.74,70.64
"2025-03-08 23:53:00",6.1,2.15,76.05
"2025-03-09 00:53:00",6.1,2.15,76.05
"2025-03-09 01:53:00",5.6,1.65,75.97
"2025-03-09 03:53:00",5,1.65,79.2
"2025-03-09 04:53:00",4.4,1.05,79.11
"2025-03-09 06:53:00",2.8,-0.04,81.79
"2025-03-09 07:53:00",3.3,-0.05,78.94
"2025-03-09 08:53:00",6.1,1.64,73.38
"2025-03-09 09:53:00",9.4,3.84,68.51
"2025-03-09 10:53:00",13.3,5.53,59.6
"2025-03-09 11:53:00",16.1,3.82,44.19
"2025-03-09 12:53:00",18.3,2.13,34.09
"2025-03-09 13:53:00",18.9,1.04,30.35
"2025-03-10 15:53:00",20,4.95,37.36
"2025-03-10 16:53:00",19.4,4.34,37.19
"2025-03-10 17:53:00",17.2,7.74,53.98
"2025-03-10 18:53:00",15,4.32,49.1
"2025-03-10 19:53:00",13.3,1.61,45.27
"2025-03-10 20:53:00",12.2,1.61,48.65
"2025-03-10 21:53:00",11.1,1.61,52.32
"2025-03-10 22:53:00",9.4,1.01,56.14
"2025-03-10 23:53:00",8.9,1.62,60.61
"2025-03-11 00:53:00",7.8,1.63,65.31
"2025-03-11 01:53:00",7.2,1.63,68.04
"2025-03-11 02:53:00",6.7,1.64,70.41
"2025-03-11 03:53:00",6.1,1.03,70.29
"2025-03-11 04:53:00",5,1.05,75.86
"2025-03-11 05:53:00",5,1.05,75.86
"2025-03-11 06:53:00",5,0.54,73.18
"2025-03-11 07:53:00",5,0.54,73.18
"2025-03-11 08:53:00",7.8,2.74,70.64
"2025-03-11 09:53:00",11.1,2.72,56.59
"2025-03-11 10:53:00",15,2.11,42.03
"2025-03-11 11:53:00",17.2,3.23,39.5
"2025-03-11 12:53:00",17.8,4.94,42.86
"2025-03-11 13:53:00",17.8,4.94,42.86
"2025-03-11 14:53:00",18.9,4.94,40
"2025-03-11 15:53:00",18.9,6.64,45
"2025-03-11 16:53:00",16.1,6.64,53.68
"2025-03-11 17:53:00",15,7.74,62.1
"2025-03-11 18:53:00",12.8,7.75,71.62
"2025-03-11 19:53:00",11.7,7.76,76.99
"2025-03-11 20:53:00",10,7.17,82.74
"2025-03-11 21:53:00",10,7.17,82.74
"2025-03-11 22:53:00",11.1,8.27,82.88
"2025-03-11 23:53:00",11.1,8.27,82.88
"2025-03-12 00:53:00",11.1,7.76,80.11
"2025-03-12 01:53:00",11.1,7.76,80.11
"2025-03-12 02:53:00",11.7,7.15,73.9
"2025-03-12 03:53:00",11.7,7.76,76.99
"2025-03-12 04:53:00",11.7,8.26,79.65
"2025-03-12 05:53:00",12.8,6.64,66.43
"2025-03-12 06:53:00",12.8,6.64,66.43
"2025-03-12 07:53:00",13.3,6.64,64.3
"2025-03-12 08:53:00",13.9,6.64,61.84
"2025-03-12 09:53:00",14.4,6.64,59.87
"2025-03-12 10:53:00",15,6.03,55.27
"2025-03-12 11:53:00",17.2,7.14,51.81
"2025-03-12 12:53:00",15.6,7.74,59.76
"2025-03-12 13:53:00",16.1,7.14,55.56
"2025-03-12 14:53:00",13.3,9.97,80.42
"2025-03-12 15:53:00",9.4,6.67,83.23
"2025-03-12 16:53:00",9.4,6.67,83.23
"2025-03-12 17:53:00",8.9,6.67,86.08
"2025-03-12 18:53:00",8.9,6.67,86.08
"2025-03-12 19:53:00",8.9,7.18,89.09
"2025-03-12 20:53:00",8.9,6.07,82.6
"2025-03-12 21:53:00",8.9,4.95,76.53
"2025-03-12 22:53:00",8.3,4.96,79.7
"2025-03-12 23:53:00",8.3,6.07,86.02
"2025-03-13 00:53:00",7.8,6.08,88.99
"2025-03-13 01:53:00",7.8,6.08,88.99
"2025-03-13 02:53:00",7.8,5.57,85.97
"2025-03-13 03:53:00",6.7,4.37,85.25
"2025-03-13 04:53:00",6.7,5.59,92.69
"2025-03-13 05:53:00",6.7,5.59,92.69
"2025-03-13 06:53:00",7.2,4.97,85.9
"2025-03-13 07:53:00",6.1,4.98,92.65
"2025-03-13 08:53:00",7.2,4.97,85.9
"2025-03-13 09:53:00",8.3,5.57,83.1
"2025-03-13 10:53:00",9.4,5.56,77.15
"2025-03-13 11:53:00",10.6,5.55,71.19
"2025-03-13 12:53:00",11.7,4.33,60.88
"2025-03-13 13:53:00",12.2,5.54,64.04
"2025-03-13 14:53:00",12.2,4.33,58.91
"2025-03-13 15:53:00",11.7,2.11,52.11
"2025-03-13 16:53:00",11.7,2.11,52.11
"2025-03-13 17:53:00",10.6,1.61,54.09
"2025-03-13 18:53:00",8.9,2.12,62.82
"2025-03-13 19:53:00",8.3,2.74,68.28
"2025-03-13 20:53:00",7.8,2.74,70.64
"2025-03-13 21:53:00",7.2,3.25,76.24
"2025-03-13 22:53:00",8.3,3.24,70.74
"2025-03-13 23:53:00",8.3,3.24,70.74
"2025-03-14 00:53:00",8.3,2.13,65.42
"2025-03-14 01:53:00",8.3,2.13,65.42
"2025-03-14 02:53:00",8.9,2.12,62.82
"2025-03-14 03:53:00",7.8,3.24,73.18
"2025-03-14 04:53:00",6.7,3.25,78.9
"2025-03-14 05:53:00",6.1,3.26,82.23
"2025-03-14 06:53:00",5.6,2.76,82.17
"2025-03-14 07:53:00",6.1,3.26,82.23
"2025-03-14 08:53:00",7.2,3.86,79.54
"2025-03-14 09:53:00",8.9,5.56,79.79
"2025-03-14 10:53:00",10.6,7.16,79.49
"2025-03-14 11:53:00",12.2,8.26,77.07
"2025-03-14 12:53:00",13.3,7.15,66.54
"2025-03-14 13:53:00",12.2,6.65,69.1
"2025-03-14 14:53:00",9.4,7.17,86.14
"2025-03-14 15:53:00",13.3,8.25,71.72
"2025-03-14 16:53:00",12.8,7.15,68.75
"2025-03-14 17:53:00",12.2,6.65,69.1
"2025-03-14 18:53:00",11.1,7.16,76.89
"2025-03-14 19:53:00",10,6.66,79.95
"2025-03-14 20:53:00",9.4,7.17,86.14
"2025-03-14 21:53:00",9.4,6.67,83.23
"2025-03-14 22:53:00",9.4,6.06,79.86
"2025-03-14 23:53:00",9.4,6.06,79.86
"2025-03-15 00:53:00",9.4,6.06,79.86
"2025-03-15 01:53:00",8.3,6.07,86.02
"2025-03-15 02:53:00",8.3,5.57,83.1
"2025-03-15 03:53:00",8.9,6.07,82.6
"2025-03-15 04:53:00",8.9,6.67,86.08
"2025-03-15 05:53:00",8.9,6.67,86.08
"2025-03-15 06:53:00",8.9,6.67,86.08
"2025-03-15 07:53:00",9.4,6.67,83.23
"2025-03-15 08:53:00",10,6.66,79.95
"2025-03-15 09:53:00",11.7,5.54,66.19
"2025-03-15 10:53:00",12.2,5.54,64.04
"2025-03-15 11:53:00",12.8,5.53,61.57
"2025-03-15 12:53:00",13.3,4.32,54.81
"2025-03-15 13:53:00",14.4,4.32,51.04
"2025-03-15 14:53:00",14.4,3.82,49.28
"2025-03-15 15:53:00",15,4.32,49.1
"2025-03-15 16:53:00",15,4.93,51.21
"2025-03-15 17:53:00",14.4,4.93,53.22
"2025-03-15 18:53:00",12.8,4.93,59.06
"2025-03-15 19:53:00",11.1,4.94,66.05
"2025-03-15 20:53:00",11.1,5.54,68.87
"2025-03-15 21:53:00",11.1,5.54,68.87
"2025-03-15 22:53:00",8.9,4.95,76.53
"2025-03-15 23:53:00",8.3,5.57,83.1
"2025-03-16 00:53:00",7.8,4.97,82.46
"2025-03-16 01:53:00",6.7,4.37,85.25
"2025-03-16 02:53:00",5.6,3.88,88.81
"2025-03-16 03:53:00",4.4,3.28,92.55
"2025-03-16 04:53:00",3.9,2.78,92.52
"2025-03-16 05:53:00",3.9,2.78,92.52
"2025-03-16 06:53:00",4.4,2.78,89.33
"2025-03-16 07:53:00",3.3,2.18,92.49
"2025-03-16 08:53:00",7.2,4.97,85.9
"2025-03-16 09:53:00",12.8,6.04,63.74
"2025-03-16 10:53:00",15.6,6.64,55.42
"2025-03-16 11:53:00",16.1,7.74,57.88
"2025-03-16 12:53:00",16.1,7.14,55.56
"2025-03-16 13:53:00",15.6,7.74,59.76
"2025-03-16 14:53:00",16.1,7.14,55.56
"2025-03-16 15:53:00",15.6,7.74,59.76
"2025-03-16 16:53:00",15.6,7.74,59.76
"2025-03-16 17:53:00",14.4,8.25,66.78
"2025-03-16 18:53:00",13.9,8.25,68.98
"2025-03-16 19:53:00",13.3,8.25,71.72
"2025-03-16 20:53:00",13.9,8.86,71.83
"2025-03-16 21:53:00",12.2,9.98,86.42
"2025-03-16 22:53:00",12.2,10.58,89.96
"2025-03-16 23:53:00",12.2,10.58,89.96
"2025-03-17 00:53:00",10,8.89,92.87
"2025-03-17 01:53:00",9.4,8.29,92.84
"2025-03-17 02:53:00",8.9,8.29,96.02
"2025-03-17 03:53:00",8.9,8.29,96.02
"2025-03-17 04:53:00",9.4,8.89,96.69
"2025-03-17 05:53:00",9.4,8.29,92.84
"2025-03-17 06:53:00",10,8.28,89.18
"2025-03-17 07:53:00",10,8.28,89.18
"2025-03-17 08:53:00",11.1,8.88,86.31
"2025-03-17 09:53:00",12.2,7.76,74.5
"2025-03-17 10:53:00",13.3,7.15,66.54
"2025-03-17 11:53:00",14.4,6.04,57.45
"2025-03-17 12:53:00",11.1,7.16,76.89
"2025-03-17 13:53:00",12.2,7.15,71.51
"2025-03-17 14:53:00",11.7,7.15,73.9
"2025-03-17 15:53:00",11.1,7.16,76.89
"2025-03-17 16:53:00",11.7,6.65,71.41
"2025-03-17 17:53:00",10,7.17,82.74
"2025-03-17 18:53:00",10,7.17,82.74
"2025-03-17 19:53:00",9.4,7.17,86.14
"2025-03-17 20:53:00",8.9,6.07,82.6
"2025-03-17 21:53:00",8.9,6.07,82.6
"2025-03-17 22:53:00",9.4,6.06,79.86
"2025-03-17 23:53:00",8.3,5.57,83.1
"2025-03-18 00:53:00",7.8,5.57,85.97
"2025-03-18 01:53:00",6.7,4.37,85.25
"2025-03-18 02:53:00",6.1,3.87,85.79
"2025-03-18 03:53:00",6.1,3.26,82.23
"2025-03-18 04:53:00",5.6,3.27,85.13
"2025-03-18 05:53:00",3.9,2.78,92.52
"2025-03-18 06:53:00",3.3,1.68,89.24
"2025-03-18 07:53:00",2.8,1.68,92.46
"2025-03-18 08:53:00",6.1,3.26,82.23
"2025-03-18 09:53:00",8.9,4.35,73.39
"2025-03-18 10:53:00",10.6,4.94,68.29
"2025-03-18 11:53:00",12.2,4.93,61.43
"2025-03-18 12:53:00",13.3,2.11,46.92
"2025-03-18 13:53:00",15,4.32,49.1
"2025-03-18 14:53:00",15.6,4.32,47.25
"2025-03-18 15:53:00",16.1,2.12,39.18
"2025-03-18 16:53:00",16.1,3.82,44.19
"2025-03-18 17:53:00",15.6,2.72,42.21
"2025-03-18 18:53:00",12.2,3.83,56.88
"2025-03-18 19:53:00",11.7,4.33,60.88
"2025-03-18 20:53:00",10,4.34,68.16
"2025-03-18 21:53:00",9.4,4.34,70.96
"2025-03-18 22:53:00",7.8,3.85,76.34
"2025-03-18 23:53:00",5.6,2.76,82.17
"2025-03-19 00:53:00",5.6,2.76,82.17
"2025-03-19 01:53:00",4.4,2.78,89.33
"2025-03-19 02:53:00",4.4,1.66,82.59
"2025-03-19 03:53:00",3.9,1.67,85.54
"2025-03-19 04:53:00",3.3,1.07,85.48
"2025-03-19 05:53:00",2.8,0.57,85.42
"2025-03-19 06:53:00",2.2,0.58,89.15
"2025-03-19 07:53:00",2.8,0.57,85.42
"2025-03-19 08:53:00",5.6,2.15,78.73
"2025-03-19 09:53:00",8.3,3.24,70.74
"2025-03-19 10:53:00",10.6,3.23,60.61
"2025-03-19 11:53:00",13.9,3.82,50.9
"2025-03-19 12:53:00",14.4,3.22,47.24
"2025-03-19 13:53:00",15,4.32,49.1
"2025-03-19 14:53:00",16.7,5.53,47.9
"2025-03-19 15:53:00",15.6,6.03,53.18
"2025-03-19 16:53:00",14.4,2.71,45.59